CPU Power (W), DRAM Power (W), Time (S)
53.62, 14.00, 61.731898, 
63.27, 15.12, 61.751143, 
69.02, 15.03, 61.770341, 
68.45, 15.83, 61.789727, 
70.18, 14.82, 61.809028, 
69.25, 14.73, 61.828429, 
70.60, 15.87, 61.847698, 
68.44, 16.52, 61.867411, 
77.73, 17.76, 61.886509, 
67.09, 14.67, 61.905462, 
67.07, 13.93, 61.924444, 
63.76, 14.33, 61.943501, 
63.24, 13.08, 61.962979, 
58.21, 12.66, 61.982868, 
59.34, 13.30, 62.002740, 
56.92, 12.35, 62.023408, 
58.04, 12.44, 62.044233, 
55.12, 12.46, 62.065045, 
58.03, 12.62, 62.085022, 
56.95, 12.74, 62.105488, 
61.97, 13.09, 62.124621, 
57.93, 13.01, 62.145209, 
57.40, 15.12, 62.165091, 
63.05, 14.21, 62.184966, 
65.00, 15.06, 62.204931, 
62.48, 15.17, 62.225726, 
62.25, 14.99, 62.246624, 
65.94, 16.04, 62.266667, 
64.97, 16.05, 62.286605, 
72.86, 17.36, 62.306572, 
60.44, 14.48, 62.326482, 
60.04, 13.64, 62.346414, 
58.76, 14.39, 62.366345, 
59.61, 12.83, 62.386271, 
57.74, 12.97, 62.406279, 
57.46, 13.08, 62.427051, 
57.53, 12.99, 62.447357, 
55.75, 12.28, 62.467933, 
58.57, 12.56, 62.488308, 
56.23, 12.36, 62.508738, 
57.36, 12.14, 62.528858, 
56.85, 12.41, 62.549941, 
53.18, 14.16, 62.570522, 
63.59, 15.82, 62.589775, 
68.30, 15.45, 62.608928, 
69.11, 15.15, 62.628142, 
70.32, 15.21, 62.647370, 
68.21, 14.66, 62.666595, 
70.59, 15.89, 62.685857, 
67.34, 16.29, 62.705758, 
77.52, 17.40, 62.726218, 
59.23, 14.13, 62.746662, 
57.79, 13.41, 62.768650, 
59.12, 14.54, 62.788902, 
58.84, 12.58, 62.809185, 
58.28, 13.03, 62.829777, 
57.33, 12.72, 62.851019, 
57.92, 12.82, 62.871236, 
56.16, 12.24, 62.892241, 
58.95, 12.46, 62.912672, 
56.32, 12.53, 62.933291, 
63.75, 12.11, 62.952444, 
62.09, 12.06, 62.972309, 
62.46, 15.01, 62.991711, 
66.88, 15.46, 63.011703, 
65.04, 14.82, 63.031942, 
63.69, 15.30, 63.052004, 
63.98, 15.11, 63.072886, 
65.36, 15.91, 63.093094, 
64.12, 15.62, 63.113299, 
72.19, 18.22, 63.133279, 
60.79, 14.34, 63.153549, 
60.13, 13.79, 63.173706, 
58.68, 14.50, 63.193944, 
59.89, 13.60, 63.214023, 
58.24, 12.12, 63.234281, 
57.92, 13.40, 63.254457, 
58.70, 12.93, 63.274520, 
58.82, 12.18, 63.294621, 
58.52, 12.21, 63.314706, 
58.57, 12.49, 63.334807, 
58.54, 12.49, 63.354878, 
58.61, 12.20, 63.374964, 
55.67, 12.98, 63.395516, 
60.71, 14.94, 63.415499, 
65.11, 14.73, 63.435532, 
63.69, 15.11, 63.455541, 
64.72, 14.89, 63.475656, 
65.67, 15.18, 63.495615, 
64.20, 16.04, 63.515689, 
65.12, 15.52, 63.535557, 
68.49, 17.91, 63.556592, 
63.52, 14.27, 63.576634, 
60.84, 13.46, 63.597115, 
61.27, 14.33, 63.617719, 
59.35, 13.34, 63.637783, 
59.02, 12.79, 63.657328, 
60.10, 12.82, 63.677003, 
56.52, 12.42, 63.697902, 
54.17, 12.13, 63.717903, 
55.22, 12.25, 63.738655, 
56.22, 12.68, 63.759519, 
56.47, 12.32, 63.779373, 
55.73, 12.72, 63.799965, 
49.98, 13.70, 63.820587, 
62.83, 15.17, 63.839557, 
68.01, 15.24, 63.858521, 
66.06, 15.27, 63.877544, 
69.66, 15.43, 63.896595, 
66.62, 14.80, 63.915581, 
68.33, 15.42, 63.934574, 
67.97, 16.46, 63.953643, 
72.71, 18.37, 63.972378, 
64.15, 14.33, 63.991059, 
58.51, 13.41, 64.012457, 
66.75, 14.32, 64.031637, 
66.38, 13.37, 64.050849, 
63.12, 12.84, 64.070732, 
58.77, 13.69, 64.091165, 
58.74, 12.04, 64.111563, 
57.90, 12.60, 64.131929, 
56.75, 12.38, 64.152327, 
57.92, 11.89, 64.173166, 
56.38, 12.67, 64.193155, 
56.97, 12.30, 64.213748, 
54.43, 13.34, 64.234447, 
58.93, 15.16, 64.254437, 
62.53, 15.09, 64.274446, 
62.44, 14.86, 64.295002, 
62.96, 15.26, 64.315039, 
62.73, 15.45, 64.335439, 
61.74, 14.92, 64.355696, 
61.11, 15.63, 64.376572, 
62.67, 15.79, 64.396617, 
73.52, 17.34, 64.416694, 
59.76, 13.70, 64.436702, 
60.01, 14.12, 64.456681, 
59.59, 12.47, 64.476642, 
59.63, 13.13, 64.496624, 
59.98, 12.69, 64.516577, 
58.29, 12.28, 64.536527, 
59.29, 12.58, 64.556485, 
57.81, 12.32, 64.576442, 
60.97, 12.55, 64.596391, 
57.84, 12.60, 64.616332, 
58.82, 12.34, 64.636877, 
56.10, 14.16, 64.657529, 
63.22, 15.53, 64.677572, 
65.62, 15.14, 64.697618, 
65.89, 14.92, 64.717684, 
65.62, 14.63, 64.737725, 
65.46, 15.11, 64.757789, 
65.56, 16.20, 64.777816, 
65.30, 15.28, 64.799237, 
76.62, 18.36, 64.819421, 
58.03, 13.98, 64.839479, 
58.91, 14.15, 64.859540, 
57.84, 13.80, 64.880128, 
55.78, 12.63, 64.900412, 
57.50, 12.78, 64.921648, 
58.96, 12.93, 64.942254, 
56.67, 12.32, 64.962646, 
57.40, 12.20, 64.983239, 
57.20, 12.53, 65.003813, 
57.51, 12.18, 65.024369, 
56.85, 12.61, 65.044658, 
54.44, 12.36, 65.065892, 
59.33, 15.58, 65.085250, 
68.54, 14.92, 65.104572, 
71.19, 15.14, 65.123839, 
68.59, 15.80, 65.143096, 
70.53, 14.97, 65.162372, 
68.55, 15.61, 65.181713, 
70.49, 15.94, 65.201101, 
69.09, 15.11, 65.224162, 
68.77, 18.20, 65.244066, 
60.52, 13.68, 65.263992, 
59.65, 13.90, 65.283972, 
59.54, 13.54, 65.303929, 
59.70, 12.29, 65.323961, 
59.08, 13.84, 65.344052, 
58.81, 12.23, 65.364023, 
59.49, 12.29, 65.383968, 
57.96, 12.57, 65.403922, 
59.67, 12.59, 65.423858, 
57.96, 12.04, 65.443805, 
59.46, 12.57, 65.463753, 
56.78, 13.20, 65.484511, 
60.58, 15.07, 65.504539, 
65.06, 15.18, 65.524562, 
65.03, 15.29, 65.544574, 
64.97, 14.89, 65.564602, 
65.25, 14.73, 65.584632, 
63.85, 15.58, 65.604610, 
66.55, 15.98, 65.624665, 
62.95, 15.95, 65.646324, 
72.78, 17.05, 65.666287, 
59.70, 14.03, 65.686252, 
59.84, 14.40, 65.706244, 
59.71, 12.71, 65.726331, 
58.86, 12.56, 65.746352, 
58.67, 13.16, 65.766381, 
59.19, 12.56, 65.786330, 
59.14, 12.11, 65.806865, 
58.10, 12.71, 65.826928, 
59.25, 12.54, 65.846866, 
59.41, 12.58, 65.866815, 
59.09, 12.25, 65.886863, 
53.60, 13.62, 65.907392, 
64.98, 15.16, 65.926682, 
70.35, 15.19, 65.945982, 
68.15, 14.93, 65.965299, 
68.01, 15.68, 65.984659, 
70.43, 15.07, 66.003853, 
68.81, 15.62, 66.023201, 
69.59, 16.06, 66.043036, 
75.10, 17.83, 66.062475, 
58.32, 14.33, 66.082753, 
59.46, 13.93, 66.103007, 
58.34, 14.39, 66.123287, 
59.00, 12.97, 66.143687, 
56.92, 12.38, 66.163792, 
58.07, 13.12, 66.184171, 
59.79, 12.37, 66.204394, 
57.94, 12.70, 66.224628, 
58.72, 12.09, 66.244940, 
57.62, 12.70, 66.265214, 
59.18, 12.14, 66.285452, 
57.18, 12.62, 66.305869, 
52.99, 13.83, 66.326930, 
62.71, 15.16, 66.346977, 
64.69, 15.41, 66.366995, 
64.39, 14.97, 66.387338, 
63.61, 15.44, 66.407309, 
64.89, 15.17, 66.427331, 
65.14, 15.51, 66.447565, 
63.19, 14.64, 66.470960, 
74.45, 18.18, 66.491154, 
59.29, 13.70, 66.511202, 
58.92, 14.07, 66.531250, 
59.29, 14.00, 66.551349, 
59.75, 12.53, 66.571440, 
58.18, 12.93, 66.592324, 
57.91, 12.90, 66.612477, 
58.95, 12.17, 66.632543, 
58.48, 12.19, 66.652635, 
58.71, 12.51, 66.672813, 
59.20, 12.74, 66.692903, 
58.38, 11.94, 66.712950, 
56.04, 12.68, 66.733844, 
59.97, 14.82, 66.753306, 
69.79, 14.88, 66.772656, 
68.95, 15.97, 66.791882, 
70.22, 15.00, 66.811190, 
68.92, 15.23, 66.830434, 
70.44, 15.35, 66.849796, 
68.46, 16.83, 66.869134, 
68.87, 18.02, 66.891081, 
73.27, 14.70, 66.911416, 
59.51, 14.48, 66.931578, 
59.33, 14.22, 66.951644, 
59.02, 13.86, 66.971751, 
58.02, 12.44, 66.991997, 
58.51, 13.51, 67.012931, 
58.63, 12.51, 67.033057, 
58.55, 12.47, 67.053355, 
56.86, 12.00, 67.073902, 
59.17, 12.54, 67.094471, 
57.19, 12.67, 67.114685, 
58.18, 12.26, 67.135282, 
55.73, 12.90, 67.156581, 
58.62, 15.62, 67.176593, 
64.14, 14.80, 67.196688, 
65.17, 15.04, 67.216710, 
63.14, 14.28, 67.237433, 
65.50, 14.76, 67.257674, 
63.70, 16.46, 67.277947, 
64.85, 16.03, 67.297960, 
73.92, 18.09, 67.317951, 
60.68, 14.60, 67.338029, 
59.01, 13.81, 67.358304, 
60.35, 13.86, 67.378481, 
58.46, 13.21, 67.398550, 
58.88, 12.59, 67.418620, 
58.12, 13.11, 67.438764, 
58.78, 12.28, 67.458826, 
58.68, 12.21, 67.478891, 
58.42, 12.45, 67.499127, 
59.57, 12.14, 67.519219, 
58.31, 12.78, 67.539312, 
58.39, 12.22, 67.559410, 
53.50, 13.71, 67.580533, 
62.95, 15.11, 67.599760, 
68.09, 15.12, 67.619029, 
69.38, 15.27, 67.638286, 
67.57, 14.88, 67.657607, 
67.24, 14.61, 67.677043, 
68.78, 16.18, 67.696757, 
69.97, 14.91, 67.716634, 
84.65, 18.49, 67.736586, 
66.48, 14.33, 67.756608, 
63.13, 13.80, 67.776944, 
61.31, 14.36, 67.796746, 
62.15, 12.76, 67.817337, 
57.38, 12.95, 67.837661, 
55.79, 13.08, 67.858304, 
57.53, 12.12, 67.879392, 
59.76, 12.48, 67.899666, 
56.77, 12.40, 67.919887, 
58.21, 12.07, 67.940482, 
57.77, 12.88, 67.961875, 
59.37, 12.48, 67.982503, 
51.95, 14.46, 68.002747, 
61.61, 15.46, 68.022836, 
61.71, 15.01, 68.043051, 
61.42, 15.45, 68.062949, 
62.61, 14.77, 68.083314, 
62.52, 14.84, 68.103211, 
61.74, 15.64, 68.123289, 
62.97, 15.36, 68.143712, 
69.45, 17.15, 68.163768, 
56.77, 14.03, 68.184629, 
56.52, 13.83, 68.205005, 
59.26, 13.90, 68.225655, 
55.93, 12.49, 68.247385, 
59.62, 13.67, 68.267804, 
58.80, 12.65, 68.287685, 
59.69, 12.63, 68.307566, 
57.31, 12.10, 68.328120, 
57.77, 12.32, 68.348441, 
57.36, 12.25, 68.369027, 
56.05, 12.70, 68.389070, 
54.86, 13.00, 68.409502, 
58.50, 14.78, 68.429487, 
64.53, 14.76, 68.449517, 
64.67, 14.72, 68.469475, 
64.18, 14.69, 68.489816, 
63.65, 14.82, 68.509775, 
65.21, 15.64, 68.529753, 
65.10, 16.29, 68.549733, 
64.38, 15.64, 68.569723, 
73.50, 17.71, 68.593055, 
59.47, 13.98, 68.613238, 
58.57, 13.69, 68.633776, 
55.58, 13.14, 68.654455, 
58.18, 12.84, 68.674358, 
57.33, 13.38, 68.694769, 
54.98, 12.35, 68.715862, 
56.66, 12.22, 68.736855, 
56.63, 12.14, 68.756742, 
56.59, 12.76, 68.777016, 
56.62, 12.52, 68.797813, 
57.53, 12.08, 68.818717, 
49.42, 14.53, 68.839184, 
64.56, 14.98, 68.858070, 
69.26, 15.29, 68.876998, 
69.25, 15.29, 68.895832, 
69.69, 15.28, 68.914716, 
65.33, 15.23, 68.933650, 
69.39, 15.37, 68.952569, 
69.23, 16.06, 68.971460, 
68.79, 18.42, 68.992288, 
66.69, 14.09, 69.012615, 
56.82, 13.62, 69.033080, 
57.51, 14.45, 69.053400, 
57.23, 12.76, 69.074635, 
58.13, 13.72, 69.094170, 
56.24, 12.78, 69.114105, 
56.31, 12.35, 69.135228, 
57.12, 12.22, 69.156212, 
58.27, 12.56, 69.176426, 
58.27, 11.91, 69.196965, 
57.01, 12.41, 69.217810, 
58.76, 12.57, 69.238376, 
52.15, 14.49, 69.259208, 
62.94, 15.01, 69.280009, 
59.74, 15.49, 69.300344, 
59.37, 14.81, 69.320683, 
60.12, 15.16, 69.341032, 
60.98, 14.89, 69.361172, 
61.63, 14.71, 69.381293, 
61.20, 15.05, 69.401760, 
61.97, 16.43, 69.422609, 
61.85, 14.95, 69.442851, 
72.62, 17.65, 69.461990, 
57.89, 13.67, 69.481885, 
55.32, 12.56, 69.503169, 
55.97, 13.60, 69.524477, 
56.50, 12.36, 69.544406, 
54.76, 12.36, 69.564831, 
56.85, 12.18, 69.586152, 
56.85, 12.72, 69.606019, 
57.21, 12.73, 69.626390, 
56.41, 12.37, 69.647324, 
52.54, 13.03, 69.668095, 
55.12, 15.41, 69.688617, 
64.12, 15.09, 69.708507, 
63.10, 14.95, 69.729178, 
64.74, 15.15, 69.749331, 
63.51, 14.76, 69.769602, 
63.59, 15.34, 69.789769, 
64.22, 15.41, 69.809469, 
64.30, 16.08, 69.829647, 
61.14, 14.92, 69.850960, 
77.11, 17.28, 69.870100, 
57.73, 14.64, 69.889911, 
56.12, 12.47, 69.909462, 
56.84, 12.69, 69.929801, 
57.01, 13.16, 69.949643, 
54.51, 12.24, 69.970510, 
56.80, 12.65, 69.990783, 
56.51, 12.27, 70.011807, 
57.36, 12.64, 70.032647, 
56.70, 12.80, 70.052449, 
56.82, 12.24, 70.072772, 
50.56, 14.08, 70.093139, 
64.30, 14.93, 70.111743, 
68.20, 14.91, 70.130641, 
69.29, 15.39, 70.149575, 
68.91, 15.14, 70.168536, 
68.96, 15.19, 70.187409, 
69.04, 15.81, 70.206353, 
67.55, 15.92, 70.225349, 
57.43, 15.95, 70.249532, 
82.01, 16.24, 70.268909, 
55.96, 13.34, 70.288949, 
57.02, 14.20, 70.309039, 
57.60, 13.02, 70.329111, 
58.48, 12.84, 70.349117, 
56.94, 12.86, 70.369362, 
57.61, 12.72, 70.389514, 
58.81, 12.37, 70.409756, 
57.59, 12.74, 70.429975, 
59.48, 12.22, 70.449799, 
55.20, 12.56, 70.470585, 
58.81, 12.59, 70.490856, 
53.05, 14.14, 70.511019, 
61.52, 15.09, 70.531098, 
62.53, 14.50, 70.551405, 
64.05, 15.06, 70.572206, 
62.59, 15.61, 70.592244, 
62.88, 14.99, 70.612483, 
61.96, 14.65, 70.633308, 
61.11, 16.70, 70.653603, 
64.83, 15.75, 70.673689, 
78.45, 17.19, 70.692924, 
57.40, 13.81, 70.713192, 
56.12, 14.27, 70.733526, 
56.60, 12.72, 70.753839, 
54.34, 13.22, 70.774440, 
55.92, 12.55, 70.794650, 
58.80, 12.24, 70.815380, 
55.37, 12.35, 70.836593, 
56.67, 12.45, 70.857240, 
56.33, 12.63, 70.877426, 
54.96, 12.19, 70.898031, 
53.78, 12.33, 70.919600, 
55.53, 15.33, 70.938793, 
69.35, 15.15, 70.957746, 
69.39, 14.96, 70.976659, 
67.27, 15.00, 70.995529, 
69.16, 14.83, 71.014471, 
66.66, 15.25, 71.033449, 
67.48, 16.24, 71.052477, 
69.22, 16.58, 71.076522, 
74.77, 15.73, 71.095953, 
56.33, 13.94, 71.116302, 
55.47, 14.13, 71.136776, 
55.42, 13.84, 71.158082, 
59.41, 12.63, 71.178074, 
56.34, 12.56, 71.198853, 
54.17, 12.53, 71.220088, 
54.90, 12.65, 71.241324, 
58.43, 12.58, 71.261370, 
55.79, 12.26, 71.281967, 
54.90, 12.24, 71.303258, 
55.88, 12.71, 71.324420, 
53.12, 13.30, 71.344639, 
58.70, 15.40, 71.364701, 
62.96, 15.11, 71.384687, 
62.02, 15.19, 71.404870, 
62.47, 14.72, 71.425354, 
60.44, 14.96, 71.446393, 
63.04, 15.72, 71.466364, 
62.80, 16.06, 71.486601, 
61.27, 15.60, 71.506798, 
70.33, 17.10, 71.528083, 
64.60, 14.28, 71.548242, 
57.35, 14.06, 71.568939, 
57.30, 13.44, 71.589223, 
57.04, 13.05, 71.609246, 
54.86, 12.09, 71.630031, 
58.27, 12.64, 71.650296, 
56.90, 12.21, 71.671099, 
58.22, 12.80, 71.691539, 
54.72, 12.30, 71.712727, 
59.52, 12.48, 71.732528, 
54.33, 12.38, 71.753254, 
55.53, 14.11, 71.772731, 
62.52, 15.61, 71.791612, 
69.34, 14.59, 71.810456, 
70.36, 15.51, 71.829476, 
69.18, 15.11, 71.848495, 
69.34, 14.94, 71.867462, 
69.62, 15.90, 71.886509, 
66.10, 14.71, 71.906724, 
85.04, 18.54, 71.925800, 
60.33, 14.13, 71.946126, 
58.26, 13.60, 71.966382, 
59.51, 14.17, 71.986536, 
58.16, 12.87, 72.006872, 
55.87, 12.74, 72.027059, 
55.58, 13.14, 72.047906, 
55.20, 12.36, 72.069355, 
54.32, 12.70, 72.091069, 
57.67, 12.52, 72.111247, 
54.88, 11.98, 72.132451, 
56.20, 12.10, 72.153698, 
56.44, 12.81, 72.174260, 
53.44, 14.34, 72.194614, 
63.39, 15.41, 72.215377, 
63.94, 15.48, 72.235818, 
63.89, 15.18, 72.256047, 
60.23, 14.66, 72.276836, 
62.23, 15.12, 72.297928, 
62.01, 16.37, 72.318392, 
65.55, 16.99, 72.342737, 
70.01, 14.92, 72.362538, 
57.01, 14.16, 72.383310, 
55.72, 14.20, 72.404441, 
57.38, 12.86, 72.425488, 
58.18, 13.43, 72.445554, 
56.26, 12.80, 72.466233, 
56.59, 12.42, 72.487499, 
56.30, 12.74, 72.508524, 
57.85, 12.17, 72.528507, 
57.63, 11.67, 72.549086, 
57.21, 12.26, 72.570335, 
56.10, 12.82, 72.590970, 
52.23, 14.25, 72.611277, 
66.91, 15.40, 72.630198, 
67.15, 14.91, 72.649081, 
67.18, 14.87, 72.667976, 
68.02, 15.29, 72.686895, 
68.16, 14.89, 72.705873, 
68.98, 15.94, 72.724878, 
66.99, 15.20, 72.744774, 
83.51, 18.57, 72.763683, 
54.13, 13.59, 72.783777, 
57.70, 13.32, 72.804066, 
57.17, 14.21, 72.824703, 
55.99, 12.84, 72.845531, 
59.16, 12.98, 72.865734, 
55.18, 12.74, 72.886250, 
56.27, 12.02, 72.907802, 
55.39, 12.57, 72.929326, 
59.66, 12.44, 72.948971, 
55.33, 12.59, 72.969263, 
55.53, 11.94, 72.990973, 
56.03, 12.92, 73.011956, 
52.08, 14.14, 73.032716, 
62.97, 15.18, 73.053714, 
65.11, 15.39, 73.073804, 
62.86, 15.01, 73.094193, 
60.81, 13.99, 73.114787, 
63.89, 15.16, 73.134898, 
61.58, 15.41, 73.155132, 
61.50, 16.13, 73.176260, 
73.45, 17.58, 73.199584, 
57.78, 14.03, 73.219867, 
57.21, 14.14, 73.240423, 
58.62, 13.06, 73.260853, 
55.02, 12.62, 73.281415, 
57.86, 13.36, 73.301567, 
55.97, 12.20, 73.322259, 
55.21, 12.30, 73.343690, 
55.23, 12.31, 73.365184, 
57.95, 12.60, 73.385244, 
56.15, 12.27, 73.405847, 
56.41, 12.51, 73.427329, 
48.90, 13.98, 73.447795, 
60.88, 14.92, 73.468107, 
62.60, 15.24, 73.488404, 
60.29, 15.17, 73.509594, 
62.44, 15.18, 73.529940, 
64.40, 15.04, 73.550126, 
63.45, 15.99, 73.570574, 
64.67, 16.02, 73.591157, 
66.43, 18.33, 73.613476, 
65.63, 13.80, 73.633132, 
56.13, 13.67, 73.654896, 
56.34, 14.06, 73.674885, 
56.21, 12.17, 73.695718, 
55.77, 12.74, 73.716900, 
54.93, 13.03, 73.738206, 
57.38, 11.90, 73.757996, 
57.64, 12.24, 73.778731, 
56.14, 12.38, 73.800216, 
55.23, 12.02, 73.821744, 
59.23, 12.92, 73.841679, 
50.55, 13.26, 73.862397, 
60.81, 15.24, 73.881346, 
68.51, 15.33, 73.900264, 
69.23, 14.60, 73.919145, 
67.84, 15.00, 73.938058, 
66.31, 15.23, 73.956999, 
66.44, 15.30, 73.975862, 
68.53, 15.39, 73.994809, 
68.61, 15.68, 74.014118, 
83.39, 18.74, 74.034333, 
57.15, 13.60, 74.054757, 
56.84, 13.75, 74.075442, 
55.75, 13.42, 74.096727, 
55.64, 12.78, 74.117217, 
54.62, 13.26, 74.138862, 
57.96, 12.24, 74.159144, 
53.57, 12.30, 74.180692, 
59.04, 12.72, 74.201200, 
53.28, 12.10, 74.223289, 
55.93, 12.62, 74.245096, 
58.64, 12.20, 74.265322, 
49.71, 13.80, 74.286725, 
56.60, 14.93, 74.307326, 
61.87, 14.62, 74.328247, 
59.70, 15.70, 74.348780, 
60.13, 15.37, 74.369243, 
60.48, 14.68, 74.389820, 
62.17, 16.51, 74.410197, 
60.66, 15.44, 74.431852, 
75.50, 18.17, 74.452569, 
57.91, 13.61, 74.473570, 
56.36, 13.95, 74.493966, 
55.09, 13.74, 74.514980, 
55.46, 12.72, 74.536666, 
56.42, 12.97, 74.558037, 
54.72, 12.51, 74.578449, 
55.10, 12.64, 74.599352, 
54.34, 12.41, 74.621107, 
57.93, 12.32, 74.642361, 
55.66, 12.57, 74.662647, 
54.98, 12.48, 74.683974, 
53.83, 13.78, 74.705130, 
57.31, 15.17, 74.726205, 
66.97, 14.86, 74.746589, 
64.42, 14.72, 74.768137, 
63.50, 15.43, 74.788801, 
65.54, 15.18, 74.809081, 
67.08, 16.22, 74.829828, 
64.83, 15.63, 74.851065, 
76.65, 18.16, 74.872849, 
62.20, 13.76, 74.892557, 
58.27, 13.90, 74.912899, 
59.35, 13.90, 74.933305, 
57.04, 12.56, 74.954188, 
57.79, 13.22, 74.974585, 
57.95, 12.40, 74.996169, 
56.14, 12.49, 75.016591, 
55.05, 12.45, 75.036624, 
54.26, 12.52, 75.057844, 
55.51, 13.28, 75.078985, 
57.07, 11.97, 75.098709, 
55.59, 13.03, 75.119446, 
53.40, 14.36, 75.139558, 
63.86, 15.33, 75.158163, 
66.87, 14.72, 75.176936, 
68.32, 15.58, 75.195654, 
68.48, 15.30, 75.214424, 
64.71, 15.01, 75.233017, 
68.65, 15.35, 75.251844, 
68.55, 16.29, 75.270657, 
62.65, 15.06, 75.293834, 
72.83, 17.61, 75.314059, 
57.01, 13.54, 75.335270, 
55.62, 14.39, 75.356623, 
57.18, 13.31, 75.376817, 
55.50, 11.74, 75.397193, 
57.43, 13.38, 75.418244, 
56.11, 12.22, 75.439829, 
55.39, 11.68, 75.460752, 
56.96, 12.47, 75.480806, 
55.40, 12.22, 75.502254, 
55.72, 12.21, 75.523843, 
56.97, 12.80, 75.544936, 
52.21, 13.49, 75.565208, 
60.90, 15.18, 75.585362, 
61.82, 14.74, 75.606029, 
65.00, 15.02, 75.626258, 
62.36, 15.18, 75.647364, 
62.64, 15.46, 75.668546, 
62.73, 16.29, 75.689080, 
64.94, 15.53, 75.709506, 
71.55, 17.64, 75.729644, 
59.21, 14.16, 75.750077, 
59.60, 13.83, 75.770354, 
57.81, 12.98, 75.790710, 
58.87, 13.58, 75.811033, 
58.24, 13.06, 75.831209, 
57.07, 12.81, 75.851414, 
59.44, 12.40, 75.871621, 
57.39, 12.39, 75.891842, 
57.41, 12.08, 75.912114, 
57.78, 12.71, 75.932244, 
57.77, 11.89, 75.952482, 
58.96, 12.50, 75.972688, 
53.75, 13.35, 75.993451, 
59.10, 15.49, 76.012435, 
68.88, 15.25, 76.031364, 
69.05, 15.28, 76.050326, 
69.34, 15.18, 76.069293, 
69.45, 15.06, 76.088242, 
69.13, 15.39, 76.107172, 
69.44, 16.01, 76.126165, 
65.66, 15.72, 76.145160, 
81.65, 18.42, 76.164184, 
55.75, 13.42, 76.184902, 
54.80, 13.50, 76.205784, 
57.44, 14.10, 76.225684, 
60.02, 13.16, 76.245529, 
58.17, 12.27, 76.266041, 
55.36, 13.62, 76.286438, 
54.29, 12.46, 76.307554, 
59.03, 12.53, 76.328079, 
55.69, 12.40, 76.349302, 
55.87, 12.34, 76.369340, 
57.77, 12.26, 76.389947, 
57.77, 12.25, 76.410228, 
55.56, 13.53, 76.430896, 
55.50, 14.72, 76.452335, 
61.48, 14.95, 76.472705, 
60.26, 15.34, 76.494378, 
64.28, 15.34, 76.514196, 
61.56, 14.73, 76.534729, 
63.85, 16.27, 76.555101, 
62.88, 16.06, 76.575229, 
73.05, 17.86, 76.595419, 
58.67, 14.23, 76.615965, 
54.68, 13.79, 76.637108, 
57.78, 14.16, 76.657070, 
55.41, 13.55, 76.678470, 
54.57, 12.30, 76.699944, 
59.22, 13.37, 76.720861, 
57.18, 12.85, 76.740888, 
55.41, 11.95, 76.762147, 
56.58, 12.55, 76.783504, 
55.65, 12.60, 76.805104, 
59.77, 12.59, 76.825122, 
56.78, 11.93, 76.845760, 
58.06, 13.31, 76.865563, 
54.33, 13.33, 76.886255, 
65.80, 15.58, 76.905461, 
69.68, 14.59, 76.924693, 
68.58, 15.25, 76.943671, 
68.62, 15.28, 76.962403, 
66.79, 14.93, 76.981192, 
67.01, 15.95, 76.999878, 
66.64, 15.80, 77.019559, 
73.74, 18.17, 77.039101, 
56.29, 14.08, 77.059954, 
53.70, 13.69, 77.080561, 
57.02, 14.05, 77.100664, 
55.85, 14.14, 77.120711, 
55.17, 12.42, 77.141632, 
56.77, 13.35, 77.161579, 
54.92, 13.15, 77.182406, 
55.74, 12.22, 77.202197, 
55.74, 12.73, 77.222375, 
54.11, 11.81, 77.243551, 
56.16, 12.73, 77.264441, 
56.62, 12.60, 77.284140, 
53.30, 12.54, 77.304637, 
54.50, 12.70, 77.325195, 
56.22, 15.27, 77.345261, 
61.29, 15.45, 77.365401, 
61.20, 14.96, 77.385600, 
60.69, 14.87, 77.405773, 
63.66, 14.99, 77.425875, 
62.31, 15.74, 77.446935, 
60.40, 16.31, 77.466277, 
62.36, 16.96, 77.488871, 
71.73, 15.26, 77.507904, 
59.40, 13.97, 77.527997, 
58.04, 13.85, 77.548262, 
59.60, 13.52, 77.568474, 
57.76, 13.10, 77.588692, 
57.50, 12.15, 77.608725, 
56.72, 13.20, 77.629408, 
53.87, 12.34, 77.651079, 
54.82, 12.73, 77.672783, 
56.67, 12.08, 77.694684, 
58.81, 12.99, 77.714591, 
56.02, 12.01, 77.735148, 
54.76, 11.98, 77.756291, 
56.13, 12.15, 77.777131, 
50.62, 14.50, 77.797466, 
65.16, 15.49, 77.816371, 
69.05, 14.92, 77.835247, 
69.54, 14.80, 77.854125, 
69.56, 15.14, 77.873115, 
67.40, 15.25, 77.891936, 
67.98, 15.81, 77.910518, 
67.50, 15.43, 77.930545, 
84.26, 17.91, 77.949568, 
56.34, 13.90, 77.969750, 
57.83, 14.54, 77.990144, 
59.10, 13.96, 78.010393, 
59.53, 13.53, 78.030697, 
57.63, 13.31, 78.050983, 
57.57, 12.38, 78.071375, 
55.56, 13.48, 78.092596, 
55.71, 12.74, 78.113768, 
58.30, 12.13, 78.134778, 
56.55, 12.88, 78.154948, 
58.18, 12.11, 78.175135, 
55.21, 12.69, 78.196447, 
56.62, 12.44, 78.217628, 
56.33, 12.65, 78.238301, 
54.53, 14.63, 78.258375, 
62.14, 14.75, 78.279657, 
64.01, 15.00, 78.300523, 
62.41, 15.11, 78.320940, 
62.51, 15.78, 78.341391, 
63.09, 14.72, 78.361797, 
