CPU_Power(W),DRAM_Power(W),Time(S),
57.86,12.86,20.661221, 
57.02,12.29,20.682859, 
59.28,12.39,20.704032, 
57.36,12.28,20.724421, 
57.82,12.26,20.745149, 
56.98,12.34,20.766706, 
56.12,12.85,20.788262, 
60.21,12.47,20.808134, 
56.91,11.72,20.828866, 
55.47,12.61,20.850484, 
58.77,11.93,20.872004, 
57.15,12.75,20.891929, 
58.53,12.64,20.912659, 
57.06,12.04,20.934216, 
56.27,12.58,20.955759, 
60.56,12.81,20.975395, 
56.04,12.36,20.996006, 
57.4,12.14,21.017564, 
59.08,13.01,21.037585, 
55.44,12.17,21.058982, 
60.44,12.75,21.07881, 
56.09,12.06,21.100203, 
59.47,13.32,21.120198, 
57.68,14.17,21.140742, 
57.03,14.76,21.161839, 
57.59,14.3,21.182528, 
58.97,12.81,21.202882, 
56.77,13.04,21.222718, 
58.28,11.9,21.243468, 
58.93,12.88,21.263495, 
58.07,12.82,21.284091, 
57.14,13.17,21.304187, 
58.77,12.39,21.324457, 
57.08,12.38,21.345097, 
59.13,12.33,21.365736, 
57.62,12.25,21.386382, 
57.9,12.79,21.406493, 
57.57,12.41,21.427116, 
58.36,12.57,21.447647, 
57.62,12.71,21.467756, 
56.25,13.09,21.488391, 
57.71,13.1,21.509143, 
56.62,13.71,21.529388, 
56.89,13.54,21.550059, 
54.46,14.05,21.570925, 
56.09,13.58,21.591699, 
56.42,13.53,21.611678, 
57.71,13.86,21.632318, 
54.74,13.89,21.653061, 
57.84,14.13,21.673293, 
55.29,13.6,21.693998, 
57.93,15.31,21.715124, 
53.29,13.73,21.736028, 
56.94,15.1,21.756027, 
56.93,15.36,21.776709, 
55.29,15.15,21.797385, 
58.85,15.46,21.817607, 
65.45,14.71,21.838056, 
72.9,15.9,21.857264, 
68.89,12.44,21.876476, 
67.81,12.07,21.89568, 
67.88,12.38,21.914887, 
68.09,11.77,21.934089, 
69.8,12.17,21.953277, 
68.1,12.1,21.972486, 
70.21,12.73,21.991682, 
66.71,11.99,22.011366, 
63.65,12.44,22.030992, 
63.52,12.03,22.050701, 
64.64,12.71,22.070392, 
62.59,12.4,22.090139, 
63.18,11.99,22.109959, 
61.98,12.66,22.129764, 
61.12,12.32,22.149577, 
62.81,12.63,22.169382, 
61.65,11.98,22.189186, 
62.94,12.66,22.208932, 
61.73,12.73,22.228578, 
63.65,12.41,22.247734, 
61.88,12.09,22.266882, 
60.48,12.19,22.28654, 
61.86,12.73,22.306187, 
58.76,12.39,22.326422, 
60.19,12.05,22.346655, 
58.62,12.4,22.366735, 
59.06,12.14,22.386952, 
59.03,12.57,22.407371, 
58.58,12.14,22.427438, 
58.18,11.8,22.447758, 
59.14,12.19,22.468399, 
58.5,12.01,22.488492, 
57.46,12.86,22.509069, 
59.07,12.6,22.529914, 
57.16,12.25,22.550891, 
59.03,12.79,22.57065, 
57.22,12.25,22.591309, 
58.97,11.93,22.612434, 
58.09,12.61,22.632533, 
56.96,12.54,22.653119, 
55.77,12.48,22.674302, 
57.52,12.39,22.695568, 
60.98,12.58,22.715572, 
58.87,12.1,22.73596, 
57.76,12.57,22.756921, 
59.56,12.44,22.776954, 
57.66,11.98,22.797974, 
58.24,12.54,22.818882, 
58.05,12.35,22.840328, 
57.46,12.57,22.8604, 
56.44,12.51,22.881054, 
57.21,12.31,22.902532, 
55.29,12.8,22.92409, 
59.51,12.45,22.94367, 
53.77,12.2,22.964995, 
55.56,12.29,22.986524, 
56.82,12.54,23.008561, 
57.77,12.57,23.028537, 
55.21,12.7,23.04937, 
54.71,12.16,23.071129, 
56.33,12.61,23.092264, 
56.51,12.38,23.112197, 
56.32,12.76,23.133011, 
54.82,12.23,23.154601, 
54.89,12.15,23.17604, 
57.73,12.6,23.195744, 
53.46,14.25,23.21695, 
56.98,13.04,23.238811, 
54.54,14.7,23.260619, 
56.98,14.53,23.280667, 
56.36,14.63,23.301755, 
54.53,14.57,23.323349, 
57.16,14.29,23.343998, 
55.05,14.22,23.364758, 
55.44,14.14,23.385457, 
57.29,14.31,23.407002, 
54.66,14.63,23.428098, 
57.7,14.07,23.448638, 
56.32,14.67,23.469229, 
53.42,13.87,23.490869, 
57.46,14.21,23.512641, 
55.07,14.89,23.532252, 
57.2,13.97,23.553364, 
54.51,14.73,23.575023, 
57.15,14.16,23.596452, 
56,14.77,23.616717, 
56.62,14.58,23.637748, 
55.51,14.28,23.659182, 
57.74,14.19,23.68029, 
52.87,13.49,23.700945, 
47.99,13.22,23.721734, 
52.52,14.09,23.743168, 
55.37,14.22,23.764269, 
58.41,15.1,23.784585, 
56.93,14.25,23.805458, 
55.25,14.26,23.826969, 
59.53,12.47,23.84823, 
56.19,15.4,23.867902, 
54.24,14.85,23.887638, 
53.8,14.24,23.907795, 
54.25,14.44,23.927941, 
70.14,14.17,23.946958, 
68.6,12.74,23.966757, 
63.85,12.55,23.986772, 
65.41,12.7,24.006195, 
62.76,12.67,24.02623, 
57.52,12.32,24.04637, 
57.05,12.61,24.066436, 
61.94,13.15,24.085906, 
59.51,12.55,24.105487, 
65.34,12.92,24.124971, 
57.49,11.83,24.14514, 
59.74,12.79,24.165436, 
58.65,13.23,24.185144, 
61.02,12.64,24.205283, 
60.67,14.4,24.224823, 
64.45,14.77,24.244478, 
62.88,15.03,24.264221, 
57.68,13.84,24.283945, 
60.85,12.32,24.304018, 
61.22,13.03,24.324366, 
53.7,12.66,24.345221, 
56.56,12.95,24.364958, 
55.1,12.63,24.385558, 
51.49,13.05,24.405723, 
51.97,12.52,24.426001, 
50.49,12.38,24.447176, 
52.22,12.48,24.468045, 
49.1,12.96,24.489363, 
52.04,12.58,24.510569, 
54.23,13.14,24.531172, 
56.88,12.9,24.551112, 
56.73,12.62,24.570894, 
53.29,13.08,24.591926, 
46.65,12.59,24.612758, 
48.85,12.77,24.63346, 
51.05,12.62,24.654854, 
50.29,12.78,24.675161, 
53.19,12.82,24.694885, 
49.92,12.65,24.715003, 
54.33,12.48,24.736253, 
51.36,12.86,24.757799, 
47.42,12.24,24.779252, 
45.57,11.91,24.800766, 
48.43,12.57,24.82331, 
47.85,12.79,24.845129, 
52.49,13.02,24.865746, 
54.31,12.79,24.885348, 
54.21,12.69,24.905724, 
52.86,12.49,24.92697, 
51.31,13.03,24.947616, 
51.53,12.54,24.969165, 
48.39,12.76,24.990653, 
48.95,12.11,25.012067, 
50.63,13.21,25.03294, 
46.98,12.32,25.054113, 
54.55,12.51,25.07536, 
51.23,12.98,25.096219, 
49.7,12.21,25.11717, 
50.97,12.53,25.137455, 
52.76,13.39,25.156939, 
55.14,12.56,25.176938, 
59.55,12.6,25.197789, 
57.62,12.75,25.217609, 
61.7,13.33,25.236549, 
60.2,12.61,25.255486, 
65.24,12.57,25.275387, 
54.89,12.78,25.295793, 
49,12.21,25.316513, 
52.34,12.69,25.337521, 
47.29,12.21,25.35851, 
57.89,12.82,25.378637, 
59.01,13.21,25.398188, 
56.96,12.5,25.418504, 
55.6,12.96,25.438729, 
63.1,13.46,25.458131, 
59.62,12.68,25.477603, 
56.7,12.63,25.497043, 
59.87,13.08,25.516568, 
55.99,12.31,25.536484, 
58.08,12.99,25.556352, 
56.58,12.77,25.575864, 
59.36,13.19,25.59575, 
52.25,12.44,25.616395, 
55.15,13.04,25.637025, 
58.88,12.63,25.657222, 
61.18,13.02,25.676844, 
53.29,12.64,25.697584, 
55.53,13.38,25.717331, 
61.55,12.37,25.736293, 
57.11,13.1,25.756796, 
62.55,12.86,25.776268, 
58.21,12.78,25.795668, 
52.62,12.36,25.816049, 
52.14,12.54,25.837401, 
54.24,13.41,25.857843, 
55.47,12.55,25.877801, 
56.43,12.83,25.898084, 
59.16,13.29,25.918553, 
61.84,12.96,25.938014, 
66.88,12.37,25.956905, 
66.03,13.04,25.975826, 
59.25,12.83,25.995292, 
62.31,12.15,26.014066, 
64.71,13.27,26.033507, 
61.22,13.25,26.053901, 
60.53,13.34,26.072811, 
61.56,12.99,26.093109, 
61.58,13.15,26.112613, 
57.07,13.14,26.13259, 
56.85,12.72,26.152374, 
57.19,12.32,26.172031, 
59.75,12.67,26.191747, 
62.54,11.67,26.21088, 
61.83,12.41,26.229788, 
58.74,12.72,26.249692, 
58.16,12.53,26.269444, 
52.87,13.29,26.289391, 
59.02,12.94,26.309398, 
55.86,12.41,26.329702, 
59.21,12.9,26.349204, 
59.73,13.29,26.369127, 
54.76,12.64,26.389795, 
56.62,12.69,26.409806, 
52.22,12.4,26.430204, 
56.43,12.49,26.450701, 
54.43,12.84,26.469947, 
59.35,12.87,26.489921, 
60.39,12.62,26.51051, 
60.6,12.85,26.529795, 
59.19,12.84,26.549616, 
56.61,12.9,26.570181, 
49.82,12.86,26.590798, 
60.62,13.01,26.610785, 
61.51,13.06,26.629819, 
52.54,12.29,26.649969, 
51.2,12.72,26.671064, 
59.13,12.67,26.690669, 
48.66,12.42,26.711807, 
56.82,13.24,26.731303, 
54.82,12.74,26.750779, 
64.69,12.9,26.76961, 
56.19,12.55,26.789148, 
60.11,12.67,26.809651, 
49.45,12.67,26.831047, 
50.38,12.79,26.85135, 
54.08,12.42,26.872215, 
59.16,13.37,26.89202, 
60.74,12.86,26.911461, 
61.86,12.82,26.931655, 
56.63,12.57,26.952563, 
59.13,13.01,26.971593, 
55.34,12.72,26.991416, 
55.07,12.79,27.010405, 
61.42,12.87,27.029892, 
64.11,12.69,27.049051, 
66.81,13.32,27.069127, 
59.63,13.17,27.090019, 
59.84,13.02,27.110776, 
64.01,13.25,27.129691, 
68.83,13.89,27.148951, 
53.49,12.79,27.169152, 
60.49,13.5,27.188492, 
60.53,12.47,27.207482, 
57.07,12.76,27.227492, 
55.84,12.91,27.247372, 
53.04,12.72,27.267501, 
57.32,13.03,27.287115, 
64.52,13.54,27.306017, 
60.85,13.04,27.326259, 
57.52,12.97,27.345794, 
59.46,13.23,27.365868, 
61,13.29,27.384767, 
64.49,13.09,27.403702, 
61.91,12.85,27.422599, 
67.58,13.08,27.441628, 
64,12.6,27.460655, 
60.84,12.71,27.480163, 
60.69,12.15,27.500006, 
56.36,12.98,27.51988, 
63.12,13.25,27.539264, 
70.4,13.94,27.558067, 
60.5,13.2,27.577049, 
63.74,12.87,27.596069, 
67.16,12.98,27.614584, 
63.67,12.52,27.633802, 
62.37,12.73,27.652466, 
64.58,12.6,27.671491, 
61.33,12,27.691782, 
62.63,13.26,27.711507, 
59.49,12.76,27.731745, 
57.52,13.59,27.752458, 
55.82,12.25,27.773269, 
58.18,12.99,27.792339, 
59.82,12.99,27.811358, 
61.35,12.91,27.830444, 
59.16,12.94,27.849709, 
62.05,12.21,27.868107, 
63.58,12.8,27.886739, 
62.58,12.53,27.90607, 
60.1,13.06,27.925294, 
61.45,12.97,27.943968, 
59.3,12.81,27.963027, 
59.72,12.33,27.982276, 
61.34,12.87,28.001423, 
61.5,12.35,28.020599, 
58.96,13.53,28.039882, 
60.22,12.92,28.059535, 
60.85,12.8,28.07889, 
56.18,12.54,28.100009, 
63.1,14,28.119216, 
63.45,15.46,28.138514, 
67.59,13.94,28.158234, 
57.83,12.97,28.178531, 
58.34,12.56,28.198036, 
60.9,12.62,28.218219, 
52,12.63,28.238536, 
56.23,12.8,28.259298, 
53.44,12.52,28.279998, 
49.84,11.96,28.301072, 
50.62,12.82,28.322519, 
51.1,12.02,28.344051, 
52.24,13.06,28.365072, 
62.77,13.59,28.38383, 
67.71,13.43,28.402183, 
66.18,12.63,28.4206, 
59.95,12.86,28.439265, 
60.96,12.62,28.458507, 
62.51,12.86,28.478497, 
55.93,12.04,28.498714, 
53.21,12.47,28.518937, 
56.71,12.81,28.537596, 
64.08,12.95,28.556153, 
56.82,12.6,28.575516, 
53.13,12.89,28.594611, 
51.18,12.5,28.665728, 
50.81,12.41,28.684598, 
52.44,12.9,28.704181, 
48.75,12.44,28.72453, 
51.87,12.97,28.744181, 
52.62,12.43,28.764448, 
51.37,13.26,28.784667, 
47.59,12.24,28.805115, 
53.03,13.03,28.824287, 
53.36,12.29,28.843208, 
57.04,13.1,28.862352, 
58.94,12.65,28.881709, 
60.88,12.78,28.900077, 
61.48,12.39,28.918999, 
57.16,12.64,28.937455, 
57.57,12.37,28.956261, 
59.23,13.28,28.974668, 
59.71,12.37,28.993457, 
60.43,13.11,29.012465, 
58.97,12.89,29.031003, 
51.8,12.57,29.050201, 
54.12,12.03,29.069312, 
56.61,12.75,29.088871, 
60.05,12.7,29.10731, 
56.19,12.35,29.126432, 
55.28,12.14,29.146187, 
55.45,13.58,29.166872, 
50.65,11.67,29.187744, 
54.53,12.8,29.206512, 
47.81,12.36,29.225743, 
52.14,12.75,29.244832, 
53.52,12.56,29.264004, 
55.26,13.01,29.282611, 
57.31,12.48,29.302191, 
59.52,12.87,29.321726, 
57.08,12.88,29.341004, 
51.08,12.75,29.361204, 
55.27,12.5,29.380616, 
53.71,12.69,29.399519, 
56.94,12.95,29.418214, 
55.76,12.62,29.438043, 
58.36,12.18,29.460267, 
57.23,13.36,29.480073, 
60.11,12.02,29.500236, 
61.56,12.85,29.519601, 
61.91,12.83,29.538752, 
63.67,13.04,29.558297, 
63.04,12.82,29.578008, 
52.81,12.63,29.598942, 
56.75,12.67,29.618933, 
61.41,13.19,29.638906, 
58.11,12.96,29.659803, 
55.33,13.05,29.679902, 
57.01,12.23,29.700182, 
56.39,12.45,29.7207, 
51.87,12.58,29.742227, 
54.06,13.23,29.762311, 
61.51,13.18,29.782719, 
57.07,12.97,29.802674, 
61.06,12.75,29.822611, 
60.78,13.07,29.842081, 
63.34,12.12,29.862055, 
58.64,12.53,29.882359, 
57.81,12.67,29.903243, 
56.61,12.36,29.923947, 
58.76,12.76,29.942926, 
62.86,12.36,29.962376, 
63.52,12.73,29.981341, 
60.79,13.08,30.001398, 
60.46,12.86,30.020991, 
62.72,12.85,30.040787, 
62.61,12.68,30.060596, 
62.04,12.88,30.08066, 
62.6,12.87,30.100715, 
62.91,12.76,30.120606, 
62.99,12.66,30.140818, 
60.28,12.73,30.161425, 
61.04,12.36,30.181219, 
62.76,13.15,30.201102, 
60.5,12.63,30.220625, 
59.16,12.51,30.240488, 
58.89,12.9,30.26079, 
59.4,13.26,30.280589, 
57.65,12.79,30.300541, 
57.48,13.06,30.321155, 
59.35,13.16,30.340316, 
65.14,12.63,30.361, 
56.72,13.51,30.381141, 
63.99,15.24,30.401183, 
67.53,14.71,30.420441, 
59.42,14.83,30.440284, 
56.9,13.68,30.460361, 
56.72,12.45,30.479784, 
54.64,12.54,30.500269, 
54.2,12.9,30.520637, 
57.16,12.37,30.54116, 
57.04,12.9,30.561582, 
55.85,12.43,30.581247, 
60.69,12.92,30.601339, 
58.33,12.98,30.621847, 
52.94,12.6,30.641737, 
57.33,13.07,30.662317, 
55.89,12.57,30.682132, 
57.32,12.34,30.702344, 
50.51,12.45,30.722472, 
57.72,12.7,30.742471, 
60.68,12.93,30.763055, 
54.43,12.92,30.783289, 
60.6,12.47,30.803024, 
61.77,13.22,30.823, 
56.89,13.11,30.843514, 
60.38,12.85,30.86339, 
57.58,12.95,30.882552, 
58.36,12.25,30.901936, 
63.97,13.22,30.921278, 
54.71,12.21,30.941337, 
57,12.89,30.961218, 
59.11,12.69,30.981096, 
59.89,12.95,31.000906, 
60.54,12.46,31.020617, 
58.45,12.59,31.041628, 
56.6,13.19,31.062625, 
53.75,12.5,31.083498, 
60.08,13.12,31.102764, 
64.91,12.69,31.122414, 
61.94,12.54,31.142236, 
64.02,13.31,31.161796, 
61.21,12.63,31.181633, 
62.77,12.87,31.20143, 
59.41,12.4,31.221375, 
55.22,12.82,31.242124, 
58.88,13.07,31.26132, 
54.44,12.79,31.281387, 
58.49,12.94,31.30186, 
50.48,12.5,31.322771, 
56.34,13.43,31.343146, 
61.94,13.04,31.362553, 
59.13,12.37,31.382379, 
58.06,13.07,31.403132, 
59.58,13.11,31.424072, 
53.57,12.99,31.444644, 
54.23,12.58,31.4648, 
57.74,13.03,31.484506, 
53.9,12.68,31.50479, 
60.36,12.31,31.524973, 
63.67,13.36,31.544973, 
59.41,13.06,31.564765, 
58.72,12.46,31.585164, 
56.96,12.66,31.605224, 
57.97,13.4,31.624754, 
61.58,13.05,31.644357, 
53.66,12.38,31.66532, 
57.88,12.91,31.684992, 
55.02,11.95,31.704838, 
57.85,12.86,31.724677, 
54.19,12.89,31.745134, 
58.84,12.92,31.765219, 
60.81,12.9,31.785797, 
60.5,12.97,31.806501, 
59.27,12.88,31.826612, 
56.67,12.5,31.846057, 
59.59,12.92,31.865405, 
58.89,12.03,31.884763, 
64.61,13.9,31.904891, 
60.55,12.74,31.924586, 
62.74,12.68,31.943843, 
65.39,13.01,31.963233, 
61.51,12.66,31.983212, 
62.6,12.98,32.003208, 
59.43,12.75,32.022473, 
60.24,12.88,32.042585, 
56.81,12.69,32.06358, 
55.49,12.89,32.083974, 
58.34,12.72,32.103855, 
55.88,12.77,32.123132, 
63,12.86,32.142394, 
62.32,15.34,32.162367, 
64.33,15.93,32.182403, 
65.64,15.13,32.202375, 
70.01,15.06,32.222282, 
69.31,13.42,32.241447, 
68.81,14.14,32.261408, 
68.97,15.68,32.280969, 
80.53,17.74,32.300613, 
79.15,17.71,32.320924, 
55.06,12.87,32.340456, 
59.23,12.22,32.360444, 
62.9,13.2,32.380407, 
53.53,12.97,32.400831, 
60.02,12.93,32.420876, 
63.37,15.35,32.440982, 
61.71,16.45,32.460821, 
63.42,14.3,32.481033, 
67.72,16.03,32.501277, 
63.62,13.38,32.520958, 
68.78,17.35,32.542045, 
80.48,17.03,32.561768, 
82.11,18.03,32.580835, 
67.52,17.14,32.603983, 
88.28,15.65,32.623808, 
97.8,17.37,32.643659, 
86.23,14.48,32.663048, 
89.64,17.54,32.682375, 
80.92,15.32,32.701742, 
88.26,17.6,32.721509, 
75.98,13.77,32.741034, 
83.16,13.84,32.760444, 
77.3,13.39,32.779753, 
77.62,13.79,32.799108, 
78.6,13.66,32.81927, 
77.11,13.05,32.838501, 
79.17,14.35,32.857725, 
78.18,13.55,32.877079, 
77.45,13.32,32.89647, 
78.72,14.4,32.915963, 
76.79,13.47,32.935604, 
76.05,13.22,32.955017, 
76.85,14.16,32.97448, 
75.52,12.64,32.993937, 
75.14,15.38,33.013475, 
76.89,14.75,33.032938, 
77.62,14.29,33.052078, 
75.15,13.49,33.072428, 
81.03,17.45,33.092173, 
66.79,12.7,33.111572, 
66.27,13.85,33.13127, 
72.95,15.49,33.150693, 
68.86,14.98,33.170757, 
73.62,14.96,33.190139, 
66.63,14.89,33.209591, 
68.94,13.64,33.229238, 
65.75,14.06,33.249487, 
64.64,13.99,33.269328, 
70.5,14.55,33.288692, 
69.07,14.94,33.308241, 
73.02,14.98,33.328151, 
75.78,17.64,33.348234, 
72.46,14.29,33.367827, 
87.44,17.18,33.387209, 
66.9,14.14,33.406522, 
65.4,13.33,33.426609, 
64.77,13.88,33.446583, 
61.89,13.3,33.466657, 
68.82,14.77,33.485919, 
73.48,14.39,33.505216, 
72.03,14.77,33.52535, 
71.41,13.92,33.545526, 
86.15,18.68,33.565281, 
67.75,13.58,33.585288, 
63.03,14.19,33.60518, 
60.56,14.22,33.625557, 
66.49,14.04,33.645208, 
60.35,13.69,33.665421, 
64.84,14.05,33.685647, 
60.77,12.93,33.704861, 
59.81,12.43,33.724006, 
64.85,13.87,33.743314, 
64.39,13.65,33.762716, 
66.32,14.27,33.782121, 
61.14,13.5,33.801551, 
60.1,13.19,33.821106, 
70.32,13.04,33.840536, 
65.71,14.3,33.860722, 
67.56,13.88,33.880165, 
64.96,14.06,33.899632, 
65.06,13.52,33.919819, 
68.52,14.73,33.939849, 
69.17,13.7,33.959888, 
65.07,14.33,33.979347, 
65.64,14.46,33.998593, 
60.17,13.41,34.017902, 
61.32,13.49,34.038079, 
63.62,14.14,34.058002, 
64.08,13.46,34.07791, 
68.13,13.4,34.097299, 
61.51,13.41,34.116699, 
64.49,13.5,34.136196, 
66.19,14.46,34.156353, 
64.14,13.83,34.175898, 
60.28,13.74,34.196151, 
63.44,13.84,34.216422, 
66.23,15.18,34.236297, 
71.01,15.08,34.255563, 
69.47,15.19,34.274808, 
65.41,14.13,34.29482, 
85.95,17.98,34.313345, 
71.28,13.51,34.331982, 
68.86,13.98,34.350483, 
71.12,13.87,34.369232, 
69.69,13.46,34.387674, 
73.96,13.74,34.406118, 
68.13,14.12,34.424556, 
69.72,13.11,34.442986, 
73.25,14.56,34.461534, 
70.62,13.81,34.480752, 
69.02,13.8,34.499181, 
72.89,14.34,34.517585, 
69.6,13.62,34.535984, 
68.45,13.04,34.555266, 
71.37,13.65,34.573745, 
69.32,14.41,34.592879, 
65.19,13.73,34.612563, 
68.46,13.97,34.632014, 
72.15,14.46,34.651381, 
71.52,12.72,34.670716, 
72.84,14.24,34.690044, 
68.64,13.49,34.7094, 
69.33,13.73,34.72954, 
73.97,13.7,34.748835, 
70.33,13.18,34.768211, 
68.98,14.06,34.787158, 
70.68,14.04,34.805486, 
66.51,12.98,34.824376, 
67.39,13.99,34.84369, 
71.62,13.84,34.86206, 
71.3,13.72,34.881231, 
73.29,12.98,34.899542, 
72.42,14.33,34.918928, 
70.69,13.75,34.937243, 
74.13,13.45,34.955702, 
67.34,14.02,34.974212, 
66.55,13.57,34.993719, 
70.94,14.29,35.012914, 
70.12,13.77,35.031833, 
68.36,13.31,35.051045, 
69.36,13.66,35.069875, 
71.02,13.7,35.088794, 
67.59,13.46,35.10805, 
65.54,13.56,35.127287, 
66.2,14.61,35.146458, 
66.72,13.62,35.166058, 
64.15,13.85,35.186571, 
62.2,12.27,35.206581, 
63.24,13.77,35.226786, 
64.27,14.22,35.245727, 
66.24,13.08,35.264449, 
68.88,13.18,35.283705, 
71.85,14,35.302206, 
68.72,13.74,35.321202, 
66.89,13.07,35.340448, 
68.52,13.91,35.359609, 
69.95,14.29,35.378568, 
68.4,14.28,35.397334, 
66.66,13.52,35.416123, 
66.55,13.49,35.43451, 
68.77,13.33,35.452888, 
70.41,14.7,35.471349, 
68.34,14.17,35.490576, 
67.65,13.26,35.509663, 
74.64,13.33,35.528136, 
69.21,13.98,35.547435, 
68.05,13.79,35.565893, 
70.79,13.89,35.585257, 
67.35,13.54,35.604547, 
65.23,13.53,35.623913, 
66.45,13.44,35.643282, 
68.81,12.19,35.662598, 
67.76,13.63,35.681865, 
68.4,13.63,35.701224, 
69.51,13.64,35.720569, 
67.53,13.41,35.739929, 
67.27,13.88,35.75925, 
67.72,13.46,35.779405, 
67.36,13.58,35.798635, 
70.17,14.06,35.817888, 
69.86,13.6,35.837201, 
69.37,13.73,35.856472, 
69.31,13.89,35.87497, 
71.73,14.45,35.893488, 
67.42,13.75,35.912892, 
71.17,13.51,35.932249, 
69.25,14.14,35.951555, 
67.27,13.42,35.97074, 
67.83,13.46,35.990016, 
69.03,13.61,36.00872, 
71.46,14.07,36.027183, 
73.19,17.28,36.045924, 
74.02,17.59,36.064502, 
71.86,16.57,36.083491, 
69.63,13.38,36.101802, 
66.52,13.93,36.120454, 
64.29,13.73,36.138906, 
68.74,14.27,36.15766, 
63.86,13.92,36.176419, 
62.2,14.12,36.196026, 
66.4,15.03,36.214704, 
70.06,13.81,36.233673, 
64.84,12.91,36.252675, 
70.04,14.39,36.271577, 
70.89,13.97,36.290091, 
73.33,15.06,36.308987, 
70.66,12.5,36.327714, 
68.21,13.54,36.347116, 
70.8,13.78,36.366083, 
70.77,13.92,36.38528, 
70.6,14.23,36.404518, 
66.65,14.14,36.424059, 
62.87,12.9,36.44407, 
67.33,14.45,36.463397, 
67.47,14.23,36.482759, 
61.48,13.65,36.502431, 
65.21,13.97,36.521909, 
65.03,13.97,36.541155, 
67.95,14.53,36.560436, 
66.66,14.34,36.579692, 
66.22,14.24,36.598921, 
70.03,14.96,36.618087, 
68.71,14.6,36.637413, 
65.03,13.2,36.656943, 
65.58,13.21,36.676429, 
62.31,13.58,36.69568, 
64.57,13.57,36.715477, 
65.04,14.34,36.735305, 
69.62,14.04,36.754445, 
66.68,14.23,36.773767, 
67.49,13.47,36.792973, 
69.8,13.71,36.812628, 
69.19,14.26,36.831857, 
66.93,13.9,36.851633, 
65.18,13.45,36.871228, 
69.29,13.02,36.890593, 
72.25,13.91,36.909851, 
68.09,14,36.929137, 
67.93,15.94,36.948396, 
66.12,14.38,36.967612, 
69.07,12.94,36.986797, 
63.16,13,37.006133, 
64.88,12.88,37.025364, 
69.04,13.18,37.044605, 
65.25,12.38,37.063786, 
67.65,13.02,37.083059, 
66.58,13.11,37.10258, 
61.03,12.1,37.122522, 
67.17,13.48,37.141764, 
66.35,13.13,37.160993, 
68.68,13.74,37.180675, 
62.88,12.91,37.199988, 
68.43,13.63,37.219296, 
69.4,13.73,37.238554, 
68.2,13.3,37.257808, 
66.57,12.85,37.277959, 
61.06,12.58,37.298385, 
51.4,13.71,37.319504, 
57.31,13.04,37.340239, 
61.58,13.54,37.360393, 
62.52,12.83,37.38014, 
64.8,12.73,37.399772, 
67.96,12.89,37.419365, 
61.39,13.49,37.439255, 
65.24,13.29,37.458605, 
64.15,12.69,37.477927, 
61.74,13.12,37.497117, 
63.19,12.8,37.516514, 
60.83,12.59,37.535727, 
63.1,12.78,37.555785, 
59.39,12.82,37.575699, 
57.33,12.26,37.595654, 
60.21,12.39,37.614939, 
61.29,12.84,37.635082, 
57.12,13.34,37.654818, 
56.4,12.66,37.674581, 
58.29,13.11,37.694292, 
59.71,13.95,37.714637, 
59.16,13.52,37.734581, 
61.84,13.39,37.75378, 
73.09,12.95,37.773026, 
72.92,14.16,37.792299, 
68.89,13.68,37.81156, 
61.97,12.38,37.831392, 
64.01,13.16,37.850765, 
61.45,12.57,37.869964, 
65.36,12.69,37.88967, 
57.4,12.48,37.909231, 
56.66,13.03,37.928694, 
57.14,13.35,37.948354, 
64.2,12.65,37.968455, 
64.89,12.28,37.987772, 
65.84,12.84,38.007034, 
65.27,12.73,38.026628, 
68.62,13.15,38.045849, 
65.04,12.71,38.065041, 
68.35,12.91,38.08425, 
65.95,12.63,38.103414, 
64.81,12.27,38.122706, 
64.85,13.51,38.14236, 
59.18,13.1,38.162193, 
58.5,13.27,38.181691, 
58.1,12.73,38.201047, 
62.89,13.44,38.221072, 
54.88,13.1,38.241651, 
61.45,13,38.26099, 
66.55,12.73,38.280276, 
64.93,12.79,38.299945, 
66.29,14.86,38.319399, 
59.42,12.32,38.339199, 
62.01,13,38.358969, 
59.06,12.92,38.379038, 
59.92,13.05,38.399339, 
60.85,12.99,38.41897, 
65.02,13.43,38.43895, 
64.25,13.06,38.458019, 
60.11,12.71,38.478179, 
63.95,13.16,38.497402, 
62.55,12.56,38.51746, 
59.1,13.95,38.538657, 
52.32,13.08,38.559751, 
53.21,13.29,38.579852, 
62.18,13.15,38.600414, 
59.42,12.93,38.62324, 
56.32,12.61,38.642361, 
61.61,12.21,38.661672, 
63.86,13.11,38.681147, 
59.22,12.61,38.700864, 
57.62,12.52,38.72037, 
55.17,12.31,38.740488, 
58.42,12.95,38.760567, 
59.16,12.65,38.78066, 
56.46,12.3,38.800622, 
64.89,12.14,38.819829, 
64.26,12.13,38.839048, 
65.88,12.72,38.859047, 
54.85,12.45,38.879309, 
54.36,12.74,38.899561, 
54.64,12.51,38.919866, 
56.4,11.86,38.94016, 
57.24,12.28,38.960228, 
55.74,12.53,38.980328, 
56.27,12.27,39.000433, 
54.03,13.02,39.021398, 
55.23,12.39,39.040925, 
57.21,12.27,39.060792, 
56.85,13.09,39.080292, 
58.02,12.18,39.099917, 
68.7,13.09,39.11908, 
64.86,12.49,39.13833, 
67.08,12.98,39.157569, 
67.9,13.38,39.176054, 
72.49,13.4,39.194008, 
68.71,13,39.211853, 
